Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
460268,460269,A Set of Tools supporting the Software Design Based on SDL,Hans Günter Tempel,1987.0,ESEC '87 Proceedings of the 1st European Software Engineering Conference
990450,990451,Circularly orthogonal moments for geometrically robust image watermarking,Yongqing Xin;Simon Liao;Miroslaw Pawlak,2007.0,Pattern Recognition
469526,469527,From Chaos to Order? Set-up of a Panel Discussion,Eckhard D. Falkenberg,1992.0,Proceedings of the IFIP TC8/WG8.1 Working Conference on Information System Concepts: Improving the Understanding
2062956,2062957,SIREN: a feasible moving target defence framework for securing resource-constrained embedded nodes,Ermanno Battista;Valentina Casola;Antonino Mazzeo;Nicola Mazzocca,2013.0,International Journal of Critical Computer-Based Systems
39244,39245,Manual control of an intrinsically unstable system and its modeling by fuzzy logic,Toshiro Terano;Shigehiro Masui;Kazuo Tanaka;Yujiro Murayama,1988.0,Information Sciences: an International Journal - Application of Fuzzy Set Theory
1268910,1268911,Brief paper: Region-based shape control for a swarm of robots,Chien Chern Cheah;Saing Paul Hou;Jean Jacques E. Slotine,2009.0,Automatica (Journal of IFAC)
1172417,1172418,Accelerating Face Detection by Using Depth Information,Haiyuan Wu;Kazumasa Suzuki;Toshikazu Wada;Qian Chen,2009.0,PSIVT '09 Proceedings of the 3rd Pacific Rim Symposium on Advances in Image and Video Technology
481825,481826,Static semantic analysis and theorem proving for CASL,Till Mossakowski; Kolyang;Bernd Krieg-Brückner,1997.0,WADT '97 Selected papers from the 12th International Workshop on Recent Trends in Algebraic Development Techniques
1525677,1525678,Closed-form frequency estimator based on narrow-band approximation under noisy environment,Gang Wei;Cui Yang;Fang-jiong Chen,2011.0,Signal Processing
104370,104371,The clustering and evolution of QSOs,B. J. Boyle,1990.0,Australian Journal of Physics
2020672,2020673,Influence of S-Boxes to the resistance of GOST algorithm against linear cryptanalysis,Ludmila Babenko;Evgeniya Ishchukova,2013.0,Proceedings of the 6th International Conference on Security of Information and Networks
519447,519448,Enabling secure e-Commerce on Mobile Phones,Do Van Thanh;Jan Arild Audestad,2000.0,SMARTNET '00 Proceedings of the IFIP TC6 WG6.7 Sixth International Conference on Intelligence in Networks: Telecommunication Network Intelligence
266492,266493,Fast Discrete Cosine Transform via Computation of Moments,J. G. Liu;H. F. Li;F. H. Y. Chan;F. K. Lam,1998.0,Journal of VLSI Signal Processing Systems
1905493,1905494,Lossless video compression based on backward adaptive pixel-based fast motion estimation,Xiaolin Chen;Nishan Canagarajah;Jose L. Nunez-Yanez;Raffaele Vitulli,2012.0,Image Communication
492142,492143,GA-Based Search for Paths with Minimum Energy Consumption for Mobile Robot Systems,Marcus Gemeinder;Michael Gerke,2001.0,"Proceedings of the International Conference, 7th Fuzzy Days on Computational Intelligence, Theory and Applications"
1895982,1895983,Discovery of environmental nodes in the web,Anastasia Moumtzidou;Stefanos Vrochidis;Sara Tonelli;Ioannis Kompatsiaris;Emanuele Pianta,2012.0,IRFC'12 Proceedings of the 5th conference on Multidisciplinary Information Retrieval
2023909,2023910,Geodesic voting for the automatic extraction of tree structures. Methods and applications,Youssef Rouchdy;Laurent D. Cohen,2013.0,Computer Vision and Image Understanding
638667,638668,An Emerging International Standard for Software Process Assessment,David Kitson;Loretta Kitson,1999.0,ISESS '99 Proceedings of the 4th IEEE International Symposium and Forum on Software Engineering Standards
50459,50460,Safety considerations in robot design,J. P. Ryan,1988.0,Proceedings of the First International Conference on Ergonomics of Hybrid Automated Systems I
76369,76370,Continuous functions and connected graphs,C. E. Burgess,1990.0,American Mathematical Monthly
951051,951052,Competitive Implications of Interfirm Mobility,Filippo Carlo Wezel;Gino Cattani;Johannes M. Pennings,2006.0,Organization Science
545443,545444,Towards a Graphics Standard for 3D (GKS-3D),W. Terry Hewitt,1986.0,Advances in Computer Graphics I (Tutorials from Eurographics'84 and Eurographics'85 Conf.)
1397666,1397667,Dual gradient descent algorithm on two-layered feed-forward artificial neural networks,Bumghi Choi;Ju-Hong Lee;Tae-Su Park,2007.0,"IEA/AIE'07 Proceedings of the 20th international conference on Industrial, engineering, and other applications of applied intelligent systems"
241433,241434,"WebLab! A universal and interactive teaching, learning, and laboratory environment for the World Wide Web",Rockford J. Ross;Christopher M. Boroni;Frances W. Goosey;Michael Grinder;Paul Wissenbach,1997.0,SIGCSE '97 Proceedings of the twenty-eighth SIGCSE technical symposium on Computer science education
1349110,1349111,Influence of adding or deleting items and sources on the h-index,Leo Egghe,2010.0,Journal of the American Society for Information Science and Technology
172399,172400,Visualization of sorting algorithms (abstract),Myles F. McNally,1994.0,SIGCSE '94 Proceedings of the twenty-fifth SIGCSE symposium on Computer science education
728527,728528,A computational framework for the 3D structure determination of viruses with unknown symmetry,Dan C. Marinescu;Yongchang Ji,2003.0,Journal of Parallel and Distributed Computing - High-performance computational biology
800883,800884,Energy Efficient Multi-Hop Polling in Clusters of Two-Layered Heterogeneous Sensor Networks,Zhenghao Zhang;Ming Ma;Yuanyuan Yang,2005.0,IPDPS '05 Proceedings of the 19th IEEE International Parallel and Distributed Processing Symposium (IPDPS'05) - Papers - Volume 01
10592,10593,Tables of some properties of sequences of paired events,M R T Dale;T V Narayana,1984.0,Utilitas Mathematica
627643,627644,Recognition of Strong and Weak Connection Models in Continuous Sign Language,Quan Yuan;Wen Gao;Hongxun Yao;Chunli Wang,2002.0,ICPR '02 Proceedings of the 16 th International Conference on Pattern Recognition (ICPR'02) Volume 1 - Volume 1
782491,782492,Real-time glossy reflections on planar surfaces,Anton L. Fuhrmann;Robert F. Tobler;Stefan Maierhofer,2004.0,"AFRIGRAPH '04 Proceedings of the 3rd international conference on Computer graphics, virtual reality, visualisation and interaction in Africa"
1873292,1873293,A complete logical system for the equality of recursive terms for sets,Lawrence S. Moss;Erik Wennstrom;Glen T. Whitney,2012.0,Logic and Program Semantics
364173,364174,"Computers, Graphics, and Learning",Lloyd J. Rieber,1993.0,"Computers, Graphics, and Learning"
1049853,1049854,Mobile multimedia medical system: design and implementation,Hsu-Yang Kung;Chi-Yu Hsu;Mei-Hsien Lin;Chia-Ni Liu,2006.0,International Journal of Mobile Communications
883596,883597,Identifying a Central Nervous System Perturbation that Explains Peripheral Hypocortisolism by Modeling the HPA Axis,Shakti Gupta;Eric Aslakson;Suzanne D. Vernon,2006.0,CBMS '06 Proceedings of the 19th IEEE Symposium on Computer-Based Medical Systems
344248,344249,The leaders of the future,Fernando Flores,1997.0,Beyond calculation
956574,956575,Bridging the gap between OWL and relational databases,Boris Motik;Ian Horrocks;Ulrike Sattler,2007.0,Proceedings of the 16th international conference on World Wide Web
560122,560123,Skew Symmmetry Detection via Invariant Signatures,Alfred M. Bruckstein;Doron Shaked,1995.0,CAIP '95 Proceedings of the 6th International Conference on Computer Analysis of Images and Patterns
10505,10506,Inverse problem for means of matrices,William N Anderson;George E Trapp,1986.0,SIAM Journal on Algebraic and Discrete Methods
21368,21369,What is required to design a national information policy? Can media policy and information policy be separated?,Inge Berg Hansen,1986.0,Information technology and information use: towards a unified view of information and information technology
1719357,1719358,Exogenous connectors for software components,Kung-Kiu Lau;Perla Velasco Elizondo;Zheng Wang,2005.0,CBSE'05 Proceedings of the 8th international conference on Component-Based Software Engineering
1950160,1950161,Simple Lightweight Authentication Protocol: Security and Performance Considerations,Gyozo Gódor;Sándor Imre,2010.0,International Journal of Business Data Communications and Networking
1706753,1706754,High-speed Motion Estimation Architecture for Real-time Video Transmission,Sumeer Goel;Yasser Ismail;Magdy Bayoumi,2012.0,The Computer Journal
1125592,1125593,Divided by a Common Language: The Story of Requirements Triage,Robert L. Glass,2008.0,Information Systems Management
747945,747946,Japanese morphological analyzer using word co-occurrence: JTAG,Takeshi Fuchi;Shinichiro Takagi,1998.0,COLING '98 Proceedings of the 17th international conference on Computational linguistics - Volume 1
2041800,2041801,Self-Organizing Fuzzy Control Based on Modified Artificial Fish-Swarm Algorithm,HaiPeng Pan;GuiLi Shi;Jia Ren,2013.0,"IMCCC '13 Proceedings of the 2013 Third International Conference on Instrumentation, Measurement, Computer, Communication and Control"
438054,438055,Managing Complexity in a Distributed Digital Library,Ian H. Witten;Rodger J. McNab;Steve Jones;Mark Apperley;David Bainbridge;Sally Jo Cunningham,1999.0,Computer
2070781,2070782,Estimating the 3D Layout of Indoor Scenes and Its Clutter from Depth Sensors,Jian Zhang;Chen Kan;Alexander G. Schwing;Raquel Urtasun,2013.0,ICCV '13 Proceedings of the 2013 IEEE International Conference on Computer Vision
1085192,1085193,"Evolvable agents, a fine grained approach for distributed evolutionary computing: walking towards the peer-to-peer computing frontiers",J. L. J. Laredo;P. A. Castillo;A. M. Mora;J. J. Merelo,2008.0,"Soft Computing - A Fusion of Foundations, Methodologies and Applications - Special issue (1143 - 1198) "" Distributed Bioinspired Algorithms""; Guest editors: F. Fernández de Vega, E. Cantú-Paz"
1845286,1845287,Computational results with a primal-dual subproblem simplex method,Jing Hu;Ellis L. Johnson,1999.0,Operations Research Letters
244997,244998,Developing an historical tradition in MIS research,Richard O. Mason;James L. McKenney;Duncan G. Copeland,1997.0,MIS Quarterly
654295,654296,Test Purposes: Adapting the Notion of Specification to Testing,Y. Ledru;L. du Bousquet;P. Bontron;O. Maury;C. Oriat;M.-L. Potet,2001.0,Proceedings of the 16th IEEE international conference on Automated software engineering
876857,876858,Multiscale computational methods for morphogenesis and algorithms for protein-protein interaction inference,Chengbang Huang;Jesus A. Izaguirre,2005.0,Multiscale computational methods for morphogenesis and algorithms for protein-protein interaction inference
1136983,1136984,PHENO: a new concept of hybrid computing elements,Wolfgang Giloi;Heinz Sommer,1967.0,"AFIPS '67 (Fall) Proceedings of the November 14-16, 1967, fall joint computer conference"
1197571,1197572,Robustness and performance analysis of a dynamic sensor network scheduling algorithm,Miklós Molnár;Gyula Simon;László Gönczy,2008.0,"Proceedings of the 5th International ICST Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness"
274995,274996,"Internetics: technologies, applications and academic fields",Geoffrey C. Fox,1999.0,Feynman and computation
1838173,1838174,Adaptive meshing schemes for simulating dopant diffusion,R. Ismail;G. Amaratunga,2006.0,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems
1107003,1107004,Quantum and Randomized Lower Bounds for Local Search on Vertex-Transitive Graphs,Hang Dinh;Alexander Russell,2008.0,"APPROX '08 / RANDOM '08 Proceedings of the 11th international workshop, APPROX 2008, and 12th international workshop, RANDOM 2008 on Approximation, Randomization and Combinatorial Optimization: Algorithms and Techniques"
1575213,1575214,Evaluation of various approaches to frequency response calculation of switched circuits in spice,Jan Bicak;Jiri Hospodka,2005.0,"SMO'05 Proceedings of the 5th WSEAS international conference on Simulation, modelling and optimization"
1833523,1833524,Peer-to-peer multimedia streaming [Guest Editorial],S. -H.G. Chan;N. L. Saldanha Da Fonseca;G. Pau,2007.0,IEEE Communications Magazine
652043,652044,REDUCED STRESS TENSOR AND DISSIPATION AND THE TRANSPORT OF LAMB VECTOR,Zhi Jie-Wu;Ye Zhou;Ming Jian-Wu,1996.0,REDUCED STRESS TENSOR AND DISSIPATION AND THE TRANSPORT OF LAMB VECTOR
1788664,1788665,Existence of Similarity Transformation Converting BMIs to LMIs,Ji-Chang Lo;Min-Long Lin,2007.0,IEEE Transactions on Fuzzy Systems
1238950,1238951,On the Connected k-Coverage Problem in Heterogeneous Sensor Nets: The Curse of Randomness and Heterogeneity,Habib M. Ammari;John Giudici,2009.0,ICDCS '09 Proceedings of the 2009 29th IEEE International Conference on Distributed Computing Systems
1429987,1429988,Competitive wireless access for data streaming over vehicle-to-roadside communications,Dusit Niyato;Ekram Hossain;Ping Wang,2009.0,GLOBECOM'09 Proceedings of the 28th IEEE conference on Global telecommunications
758565,758566,GO! with Microsoft Office PowerPoint 2003 Comprehensive,Shelley Gaskin;Alicia Vargas,2004.0,GO! with Microsoft Office PowerPoint 2003 Comprehensive
906099,906100,Teaching software security with threat modeling: conference workshop,James Walden;Charles E. Frank;Rose Shumba,2006.0,Journal of Computing Sciences in Colleges
1532231,1532232,Performance measurement of Taiwan financial holding companies: An additive efficiency decomposition approach,Shiang-Tai Liu,2011.0,Expert Systems with Applications: An International Journal
